method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol-RL,COLONY_RL,100,Normal Load,1,159,788.900,438.994,13.228,1745.333,461,7,,3320.767651,667269.880000
DynaCol-RL,COLONY_RL,100,Normal Load,2,176,722.420,395.981,8.296,1784.000,468,8,,5241.857622,577165.540090
DynaCol-RL,COLONY_RL,100,Normal Load,3,193,767.985,402.174,10.130,1784.000,468,8,,4697.792560,469336.642880
DynaCol-RL,COLONY_RL,100,Normal Load,4,210,801.642,436.935,13.963,1745.333,461,7,,3866.273630,667269.880000
DynaCol-RL,COLONY_RL,100,Normal Load,5,227,729.130,400.801,9.027,1784.000,468,8,,5119.291077,596778.048371
DynaCol-RL,COLONY_RL,100,Burst Load,1,159,787.450,438.634,28.262,1745.333,461,7,,3488.496469,761513.400000
DynaCol-RL,COLONY_RL,100,Burst Load,2,176,724.420,402.038,22.613,1784.000,468,8,,5389.542004,662100.296005
DynaCol-RL,COLONY_RL,100,Burst Load,3,193,764.420,406.067,24.743,1784.000,468,8,,4955.169266,560265.964688
DynaCol-RL,COLONY_RL,100,Burst Load,4,210,800.215,438.926,29.639,1745.333,461,7,,4006.919772,761508.920000
DynaCol-RL,COLONY_RL,100,Burst Load,5,227,735.487,403.195,23.950,1784.000,468,8,,5195.193611,693564.278104
DynaCol-RL,COLONY_RL,100,Churn,1,159,793.010,438.857,25.222,1753.333,463,7,,3344.361027,667265.400000
DynaCol-RL,COLONY_RL,100,Churn,2,176,722.420,396.529,19.955,1784.000,468,8,,5247.701388,568973.461094
DynaCol-RL,COLONY_RL,100,Churn,3,193,777.420,402.525,21.741,1797.333,471,8,,4683.769299,470432.522679
DynaCol-RL,COLONY_RL,100,Churn,4,210,807.672,438.788,25.448,1753.333,463,7,,4012.948120,667265.400000
DynaCol-RL,COLONY_RL,100,Churn,5,227,735.250,401.179,20.776,1784.000,468,8,,5147.280640,600487.860358
