method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,1,159,790.784,436.391,13.794,1745.333,461,7,,3373.119416,667265.400000
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,2,176,728.030,396.966,8.703,1784.000,468,8,,5088.852049,597850.209308
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,3,193,796.663,421.205,13.094,1784.000,468,8,,3313.754414,596035.989040
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,1,159,788.582,440.148,28.566,1745.333,461,7,,3408.428577,761513.400000
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,2,176,734.420,404.587,23.115,1784.000,468,8,,5350.703841,686240.916362
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,3,193,795.950,423.527,28.311,1784.000,468,8,,3446.151278,691508.685692
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,1,159,791.438,439.184,26.286,1753.333,463,7,,3385.248576,667269.880000
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,2,176,726.008,398.491,20.366,1784.000,468,8,,5072.401018,579029.067054
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,3,193,797.420,419.930,24.062,1797.333,471,8,,3396.239643,592142.607701
