method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol-GNN,COLONY_GNN,100,Normal Load,1,159,790.454,440.343,13.882,1745.333,461,7,,3283.702926,667260.920000
DynaCol-GNN,COLONY_GNN,100,Normal Load,2,176,718.893,395.577,7.791,1784.000,468,8,,5023.679984,556717.177143
DynaCol-GNN,COLONY_GNN,100,Normal Load,3,193,779.420,415.414,12.302,1784.000,468,8,,3724.041254,533628.514695
DynaCol-GNN,COLONY_GNN,100,Normal Load,4,210,804.280,440.190,14.984,1745.333,461,7,,3864.686490,667260.920000
DynaCol-GNN,COLONY_GNN,100,Normal Load,5,227,719.420,399.705,7.959,1784.000,468,8,,5029.047163,587905.574532
DynaCol-GNN,COLONY_GNN,100,Burst Load,1,159,791.144,437.802,29.067,1745.333,461,7,,3451.079632,761504.440000
DynaCol-GNN,COLONY_GNN,100,Burst Load,2,176,729.420,401.930,23.279,1784.000,468,8,,5274.682913,647937.170760
DynaCol-GNN,COLONY_GNN,100,Burst Load,3,193,787.710,413.955,27.079,1784.000,468,8,,3734.108213,623916.325692
DynaCol-GNN,COLONY_GNN,100,Burst Load,4,210,802.025,444.153,30.076,1745.333,461,7,,4083.193625,761499.960000
DynaCol-GNN,COLONY_GNN,100,Burst Load,5,227,729.120,402.529,23.339,1784.000,468,8,,5300.752186,684702.091384
DynaCol-GNN,COLONY_GNN,100,Churn,1,159,794.040,436.129,25.611,1753.333,463,7,,3289.439654,667269.880000
DynaCol-GNN,COLONY_GNN,100,Churn,2,176,722.870,392.819,19.888,1784.000,468,8,,5259.428095,575522.299755
DynaCol-GNN,COLONY_GNN,100,Churn,3,193,777.470,418.601,24.981,1797.333,471,8,,3651.813922,537240.448505
DynaCol-GNN,COLONY_GNN,100,Churn,4,210,793.227,433.960,25.465,1753.333,463,7,,3982.392678,667265.400000
DynaCol-GNN,COLONY_GNN,100,Churn,5,227,727.186,401.149,19.380,1784.000,468,8,,5212.832940,574491.756496
