method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol-RL,COLONY_RL,100,Normal Load,1,159,793.410,440.122,13.976,1745.333,461,7,,3289.439654,667265.400000
DynaCol-RL,COLONY_RL,100,Normal Load,2,176,719.224,392.068,7.824,1784.000,468,8,,5186.984182,548543.831809
DynaCol-RL,COLONY_RL,100,Normal Load,3,193,767.420,406.295,9.728,1784.000,468,8,,4578.976795,462576.964018
DynaCol-RL,COLONY_RL,100,Normal Load,4,210,811.360,437.428,14.292,1745.333,461,7,,3934.131337,667260.920000
DynaCol-RL,COLONY_RL,100,Normal Load,5,227,722.420,397.824,8.190,1784.000,468,8,,5072.401018,608721.265916
DynaCol-RL,COLONY_RL,100,Burst Load,1,159,787.302,433.848,27.853,1745.333,461,7,,3442.464240,761499.960000
DynaCol-RL,COLONY_RL,100,Burst Load,2,176,724.420,394.694,23.462,1784.000,468,8,,5303.664687,651533.664911
DynaCol-RL,COLONY_RL,100,Burst Load,3,193,759.420,403.910,24.453,1784.000,468,8,,4907.305404,568181.363683
DynaCol-RL,COLONY_RL,100,Burst Load,4,210,807.320,435.699,28.155,1745.333,461,7,,4074.575656,761517.880000
DynaCol-RL,COLONY_RL,100,Burst Load,5,227,729.420,402.849,23.306,1784.000,468,8,,5231.799312,690896.614532
DynaCol-RL,COLONY_RL,100,Churn,1,159,791.450,439.102,25.782,1753.333,463,7,,3462.440710,667256.440000
DynaCol-RL,COLONY_RL,100,Churn,2,176,746.276,405.283,22.197,1784.000,468,8,,5250.628160,567366.429264
DynaCol-RL,COLONY_RL,100,Churn,3,193,773.420,403.268,21.138,1797.333,471,8,,4617.153649,475746.164353
DynaCol-RL,COLONY_RL,100,Churn,4,210,804.200,441.602,26.482,1753.333,463,7,,3901.523535,667260.920000
DynaCol-RL,COLONY_RL,100,Churn,5,227,721.864,393.653,19.264,1784.000,468,8,,5094.359464,575779.432746
