method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol-RL,COLONY_RL,100,Normal Load,1,159,795.957,442.433,13.636,1745.333,461,7,,3343.173398,667265.400000
DynaCol-RL,COLONY_RL,100,Normal Load,2,176,727.563,404.881,8.275,1784.000,468,8,,5448.134427,563588.274487
DynaCol-RL,COLONY_RL,100,Normal Load,3,193,752.420,401.617,10.152,1784.000,468,8,,4754.735500,463057.882344
DynaCol-RL,COLONY_RL,100,Burst Load,1,159,794.200,438.600,28.510,1745.333,461,7,,3431.450313,761508.920000
DynaCol-RL,COLONY_RL,100,Burst Load,2,176,772.521,415.870,24.972,1784.000,468,8,,5490.710882,651568.963193
DynaCol-RL,COLONY_RL,100,Burst Load,3,193,755.520,406.153,25.190,1784.000,468,8,,4882.483424,589556.007031
DynaCol-RL,COLONY_RL,100,Churn,1,159,798.755,438.754,25.682,1753.333,463,7,,3424.654889,667256.440000
DynaCol-RL,COLONY_RL,100,Churn,2,176,739.960,404.275,20.914,1784.000,468,8,,5515.158928,567455.142434
DynaCol-RL,COLONY_RL,100,Churn,3,193,764.570,404.072,21.859,1797.333,471,8,,4808.159494,461364.809710
