method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol-GNN,COLONY_GNN,100,Normal Load,1,159,797.058,421.507,12.838,1745.333,461,7,,3266.612176,667260.920000
DynaCol-GNN,COLONY_GNN,100,Normal Load,2,176,748.547,408.078,9.737,1784.000,468,8,,5268.257577,586812.086005
DynaCol-GNN,COLONY_GNN,100,Normal Load,3,193,772.522,409.888,11.657,1784.000,468,8,,3586.429063,580977.490231
DynaCol-GNN,COLONY_GNN,100,Burst Load,1,159,784.017,412.307,22.746,1745.333,461,7,,3398.827370,761508.920000
DynaCol-GNN,COLONY_GNN,100,Burst Load,2,176,742.925,410.435,24.655,1784.000,468,8,,5335.914721,670925.969153
DynaCol-GNN,COLONY_GNN,100,Burst Load,3,193,785.480,415.334,27.286,1784.000,468,8,,3648.023330,672821.486883
DynaCol-GNN,COLONY_GNN,100,Churn,1,159,777.060,404.884,19.433,1753.333,463,7,,3215.292449,667278.840000
DynaCol-GNN,COLONY_GNN,100,Churn,2,176,769.729,407.545,21.729,1784.000,468,8,,5218.612134,588688.947121
DynaCol-GNN,COLONY_GNN,100,Churn,3,193,772.420,410.087,23.305,1797.333,471,8,,3527.304717,589931.159851
