method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,1,159,792.270,441.156,29.161,1745.333,461,7,,3462.220133,761513.400000
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,2,176,729.840,405.368,23.750,1784.000,468,8,,5246.016158,679671.989800
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,3,193,798.420,416.647,27.125,1784.000,468,8,,3418.084182,689687.519383
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,4,210,793.043,438.951,28.501,1745.333,461,7,,3413.249551,761517.880000
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,5,227,740.225,402.369,23.024,1784.000,468,8,,5120.779698,676174.345648
