method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol-RL,COLONY_RL,100,Normal Load,1,159,784.880,435.077,13.371,1745.333,461,7,,3365.883550,667269.880000
DynaCol-RL,COLONY_RL,100,Normal Load,2,176,722.420,400.308,7.945,1784.000,468,8,,5158.562351,564711.067054
DynaCol-RL,COLONY_RL,100,Normal Load,3,193,780.890,410.392,10.993,1784.000,468,8,,4747.542254,461586.086161
DynaCol-RL,COLONY_RL,100,Normal Load,4,210,804.559,438.070,14.030,1745.333,461,7,,3919.390629,667269.880000
DynaCol-RL,COLONY_RL,100,Normal Load,5,227,724.320,396.001,8.261,1784.000,468,8,,5116.508853,589805.735536
DynaCol-RL,COLONY_RL,100,Churn,1,159,788.255,439.773,26.065,1753.333,463,7,,3343.173398,667269.880000
DynaCol-RL,COLONY_RL,100,Churn,2,176,719.233,392.482,19.922,1784.000,468,8,,5253.558198,546531.838706
DynaCol-RL,COLONY_RL,100,Churn,3,193,764.420,404.932,22.160,1797.333,471,8,,4818.002195,461979.807366
DynaCol-RL,COLONY_RL,100,Churn,4,210,805.514,442.191,26.633,1753.333,463,7,,3917.759588,667251.960000
DynaCol-RL,COLONY_RL,100,Churn,5,227,722.420,397.441,19.775,1784.000,468,8,,5045.217733,590800.019554
DynaCol-RL,COLONY_RL,100,Burst Load,1,159,796.463,437.940,28.798,1745.333,461,7,,3559.244001,761517.880000
DynaCol-RL,COLONY_RL,100,Burst Load,2,176,722.010,395.155,21.824,1784.000,468,8,,5401.605893,661925.534465
DynaCol-RL,COLONY_RL,100,Burst Load,3,193,765.420,406.174,25.026,1784.000,468,8,,4939.953802,578906.642009
DynaCol-RL,COLONY_RL,100,Burst Load,4,210,801.224,436.583,28.753,1745.333,461,7,,4081.467116,761508.920000
DynaCol-RL,COLONY_RL,100,Burst Load,5,227,729.124,409.856,25.233,1784.000,468,8,,5283.344132,686401.108929
DynaCol-RL,COLONY_RL,100,Churn,1,159,785.177,436.448,25.000,1753.333,463,7,,3338.431309,667269.880000
DynaCol-RL,COLONY_RL,100,Churn,2,176,728.420,391.012,19.499,1784.000,468,8,,5244.777877,583371.711742
DynaCol-RL,COLONY_RL,100,Churn,3,193,757.420,402.153,21.846,1797.333,471,8,,4827.885277,463020.241004
DynaCol-RL,COLONY_RL,100,Churn,4,210,801.201,435.706,25.310,1753.333,463,7,,3887.025718,667260.920000
DynaCol-RL,COLONY_RL,100,Churn,5,227,719.420,388.778,18.767,1784.000,468,8,,5047.922944,599945.815067
