method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol-RL,COLONY_RL,100,Normal Load,1,159,791.060,441.955,13.622,1745.333,461,7,,3339.615569,667260.920000
DynaCol-RL,COLONY_RL,100,Normal Load,2,176,719.270,401.605,7.841,1784.000,468,8,,5056.056010,598729.832478
DynaCol-RL,COLONY_RL,100,Normal Load,3,193,782.425,408.834,11.264,1784.000,468,8,,4310.611854,471086.083683
DynaCol-RL,COLONY_RL,100,Normal Load,4,210,791.160,437.151,13.793,1745.333,461,7,,3346.738816,667269.880000
DynaCol-RL,COLONY_RL,100,Normal Load,5,227,723.964,397.641,7.883,1784.000,468,8,,5083.356528,598325.194822
DynaCol-RL,COLONY_RL,100,Burst Load,1,159,791.687,438.124,27.805,1745.333,461,7,,3427.794648,761517.880000
DynaCol-RL,COLONY_RL,100,Burst Load,2,176,724.420,396.660,22.474,1784.000,468,8,,5214.840481,674858.695737
DynaCol-RL,COLONY_RL,100,Burst Load,3,193,785.170,412.354,26.173,1784.000,468,8,,4527.518635,582560.243147
DynaCol-RL,COLONY_RL,100,Burst Load,4,210,790.954,442.133,29.176,1745.333,461,7,,3489.757675,761513.400000
DynaCol-RL,COLONY_RL,100,Burst Load,5,227,729.420,398.874,23.010,1784.000,468,8,,5226.134126,682483.273751
DynaCol-RL,COLONY_RL,100,Churn,1,159,786.082,436.509,25.281,1753.333,463,7,,3310.258892,667269.880000
DynaCol-RL,COLONY_RL,100,Churn,2,176,728.172,402.315,20.740,1784.000,468,8,,5124.864611,582430.755827
DynaCol-RL,COLONY_RL,100,Churn,3,193,793.420,412.871,23.367,1797.333,471,8,,4330.439876,492307.649107
DynaCol-RL,COLONY_RL,100,Churn,4,210,792.244,440.800,26.179,1753.333,463,7,,3362.277246,667265.400000
DynaCol-RL,COLONY_RL,100,Churn,5,227,726.380,400.501,20.261,1784.000,468,8,,5113.729652,596251.739688
