method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
Dyna-Bound,COLONY_GNN,100,Normal Load,1,159,789.478,439.781,13.395,1745.333,461,7,,3371.911279,667269.880000
Dyna-Bound,COLONY_GNN,100,Normal Load,2,176,723.420,397.785,8.269,1784.000,468,8,,5155.737289,573342.561519
Dyna-Bound,COLONY_GNN,100,Normal Load,3,193,786.755,418.626,12.549,1784.000,468,8,,3365.883550,595546.965022
Dyna-Bound,COLONY_GNN,100,Normal Load,4,210,794.853,432.186,13.258,1745.333,461,7,,3337.247887,667269.880000
Dyna-Bound,COLONY_GNN,100,Normal Load,5,227,722.420,397.653,7.548,1784.000,468,8,,5039.816001,572737.512411
Dyna-Bound,COLONY_GNN,100,Burst Load,1,159,785.470,433.545,27.786,1745.333,461,7,,3447.382046,761517.880000
Dyna-Bound,COLONY_GNN,100,Burst Load,2,176,729.152,397.198,22.538,1784.000,468,8,,5280.453900,672759.125470
Dyna-Bound,COLONY_GNN,100,Burst Load,3,193,799.461,423.071,28.730,1784.000,468,8,,3453.549098,696444.073356
Dyna-Bound,COLONY_GNN,100,Burst Load,4,210,792.042,439.123,28.724,1745.333,461,7,,3431.450313,761517.880000
Dyna-Bound,COLONY_GNN,100,Burst Load,5,227,729.420,401.364,22.735,1784.000,468,8,,5175.694225,669433.381027
Dyna-Bound,COLONY_GNN,100,Churn,1,159,794.470,441.767,25.939,1753.333,463,7,,3401.147504,667269.880000
Dyna-Bound,COLONY_GNN,100,Churn,2,176,723.420,403.483,20.605,1784.000,468,8,,4999.668768,578361.088550
Dyna-Bound,COLONY_GNN,100,Churn,3,193,797.420,418.530,24.445,1797.333,471,8,,3424.654889,600608.166027
Dyna-Bound,COLONY_GNN,100,Churn,4,210,788.446,435.184,25.063,1753.333,463,7,,3370.704006,667256.440000
Dyna-Bound,COLONY_GNN,100,Churn,5,227,722.470,397.559,20.462,1784.000,468,8,,5178.424802,584556.316496
