method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
Dyna-Bound,COLONY_GNN,100,Normal Load,1,159,788.864,436.148,13.549,1745.333,461,7,,3347.928979,667251.960000
Dyna-Bound,COLONY_GNN,100,Normal Load,2,176,739.891,399.820,8.882,1784.000,468,8,,5161.390510,582051.231139
Dyna-Bound,COLONY_GNN,100,Normal Load,3,193,784.420,409.262,11.133,1784.000,468,8,,4576.750749,528178.813728
Dyna-Bound,COLONY_GNN,100,Burst Load,1,159,791.774,441.325,28.831,1745.333,461,7,,3440.010595,761517.880000
Dyna-Bound,COLONY_GNN,100,Burst Load,2,176,726.425,397.967,21.979,1784.000,468,8,,5277.566829,641134.512612
Dyna-Bound,COLONY_GNN,100,Burst Load,3,193,759.723,409.575,25.135,1784.000,468,8,,4747.992981,633766.771719
Dyna-Bound,COLONY_GNN,100,Churn,1,159,786.960,436.195,25.125,1753.333,463,7,,3364.680590,667251.960000
Dyna-Bound,COLONY_GNN,100,Churn,2,176,717.420,392.324,18.391,1784.000,468,8,,5294.924798,574247.634755
Dyna-Bound,COLONY_GNN,100,Churn,3,193,769.120,408.401,21.998,1797.333,471,8,,4521.794568,536858.231474
