method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol-RL,COLONY_RL,100,Normal Load,1,159,788.718,433.419,13.179,1745.333,461,7,,3344.361027,667256.440000
DynaCol-RL,COLONY_RL,100,Normal Load,2,176,722.420,397.334,8.002,1784.000,468,8,,5195.571904,577782.326362
DynaCol-RL,COLONY_RL,100,Normal Load,3,193,778.270,412.892,11.705,1784.000,468,8,,4749.937583,463263.047366
DynaCol-RL,COLONY_RL,100,Normal Load,4,210,807.527,439.555,14.044,1745.333,461,7,,3982.392678,667269.880000
DynaCol-RL,COLONY_RL,100,Normal Load,5,227,727.420,396.173,7.947,1784.000,468,8,,5021.000688,596153.366273
DynaCol-RL,COLONY_RL,100,Churn,1,159,787.040,438.216,25.670,1753.333,463,7,,3319.596717,667260.920000
DynaCol-RL,COLONY_RL,100,Churn,2,176,724.020,392.844,19.424,1784.000,468,8,,5209.948141,567145.946853
DynaCol-RL,COLONY_RL,100,Churn,3,193,763.420,402.253,21.066,1797.333,471,8,,4778.871213,485314.251920
DynaCol-RL,COLONY_RL,100,Churn,4,210,792.705,436.643,25.114,1753.333,463,7,,3888.631264,667265.400000
DynaCol-RL,COLONY_RL,100,Churn,5,227,742.278,402.249,20.876,1784.000,468,8,,5091.604267,597866.180090
DynaCol-RL,COLONY_RL,100,Burst Load,1,159,790.860,438.465,27.831,1745.333,461,7,,3448.613694,761508.920000
DynaCol-RL,COLONY_RL,100,Burst Load,2,176,721.243,394.264,22.903,1784.000,468,8,,5327.080425,663454.787657
DynaCol-RL,COLONY_RL,100,Burst Load,3,193,768.620,406.794,24.035,1784.000,468,8,,4967.920602,567771.764688
DynaCol-RL,COLONY_RL,100,Burst Load,4,210,803.860,435.271,27.970,1745.333,461,7,,4023.622230,761508.920000
DynaCol-RL,COLONY_RL,100,Burst Load,5,227,731.420,402.734,24.013,1784.000,468,8,,5365.575170,673428.781295
