method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol/DCBO,DYNACOL_DCBO,300,Normal Load,3,393,7.220,11.734,2.415,1038.270,837,22,,1622.458380,516525.720000
DynaCol/DCBO,DYNACOL_DCBO,300,Normal Load,4,410,7.220,4.467,0.000,1023.135,828,21,,1669.396863,532865.880000
DynaCol/DCBO,DYNACOL_DCBO,300,Normal Load,5,427,7.220,5.230,0.000,1023.135,828,21,,870.946657,685405.640000
DynaCol/DCBO,DYNACOL_DCBO,300,Burst Load,1,359,8.220,5.403,0.000,1030.054,832,22,,1132.113877,943276.680000
DynaCol/DCBO,DYNACOL_DCBO,300,Burst Load,2,376,8.220,5.918,0.000,1023.135,828,21,,878.292266,1037077.840000
DynaCol/DCBO,DYNACOL_DCBO,300,Burst Load,3,393,7.220,11.938,2.397,1038.270,837,22,,1636.571394,874444.920000
DynaCol/DCBO,DYNACOL_DCBO,300,Burst Load,4,410,8.220,5.403,0.000,1030.054,832,22,,1132.113877,939006.000000
DynaCol/DCBO,DYNACOL_DCBO,300,Burst Load,5,427,8.220,5.918,0.000,1023.135,828,21,,878.292266,1037649.520000
DynaCol/DCBO,DYNACOL_DCBO,300,Churn,1,359,7.220,4.929,0.000,1209.514,990,24,,1160.677004,583983.800000
DynaCol/DCBO,DYNACOL_DCBO,300,Churn,2,376,7.220,5.229,0.000,1196.541,981,23,,870.991409,724582.120000
DynaCol/DCBO,DYNACOL_DCBO,300,Churn,3,393,7.220,11.734,2.479,1219.027,996,21,,1622.458380,520488.120000
DynaCol/DCBO,DYNACOL_DCBO,300,Churn,4,410,7.220,4.929,0.000,1199.135,982,25,,1160.677004,593630.600000
DynaCol/DCBO,DYNACOL_DCBO,300,Churn,5,427,7.220,5.229,0.000,1192.216,978,24,,870.969033,720333.360000
DynaCol/DCBO,DYNACOL_DCBO,500,Normal Load,1,559,7.220,5.211,0.000,1406.968,1842,34,,857.029758,1327605.320000
DynaCol/DCBO,DYNACOL_DCBO,500,Normal Load,2,576,7.220,9.518,1.426,1416.000,1843,34,,1607.577891,1015490.520000
DynaCol/DCBO,DYNACOL_DCBO,500,Normal Load,3,593,7.220,4.468,0.000,1415.484,1842,34,,1683.649854,992817.720000
DynaCol/DCBO,DYNACOL_DCBO,500,Normal Load,4,610,7.220,5.211,0.000,1406.968,1842,34,,857.029758,1320966.120000
