method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol-GNN,COLONY_GNN,100,Normal Load,1,159,782.920,405.809,10.581,1745.333,461,7,,3234.069492,667256.440000
DynaCol-GNN,COLONY_GNN,100,Normal Load,2,176,739.613,405.569,9.583,1784.000,468,8,,5306.863749,569488.289889
DynaCol-GNN,COLONY_GNN,100,Normal Load,3,193,772.230,413.208,11.964,1784.000,468,8,,3633.491428,593476.429322
DynaCol-GNN,COLONY_GNN,100,Burst Load,1,159,787.405,422.955,25.201,1745.333,461,7,,3234.808891,761508.920000
DynaCol-GNN,COLONY_GNN,100,Burst Load,2,176,745.942,410.338,24.103,1784.000,468,8,,5500.096712,673580.353349
DynaCol-GNN,COLONY_GNN,100,Burst Load,3,193,778.420,414.196,26.587,1784.000,468,8,,3713.993740,682516.080521
DynaCol-GNN,COLONY_GNN,100,Churn,1,159,793.132,416.947,22.111,1753.333,463,7,,3134.990440,667260.920000
DynaCol-GNN,COLONY_GNN,100,Churn,2,176,751.123,407.961,21.229,1784.000,468,8,,5259.428095,573812.421542
DynaCol-GNN,COLONY_GNN,100,Churn,3,193,772.420,407.069,22.887,1797.333,471,8,,3567.402914,576531.323869
