method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,1,159,793.330,437.732,13.597,1745.333,461,7,,3359.877334,667251.960000
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,2,176,723.600,391.277,7.617,1784.000,468,8,,5122.076328,603973.980692
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,3,193,792.644,419.307,13.316,1784.000,468,8,,3397.465280,592707.451049
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,4,210,790.374,432.673,13.727,1745.333,461,7,,3473.939590,667265.400000
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,5,227,717.670,391.905,7.906,1784.000,468,8,,5133.247704,585271.785514
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,6,244,788.320,421.081,12.545,1784.000,468,8,,3423.409560,596920.839383
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,7,261,786.115,435.115,13.097,1745.333,461,7,,3305.609652,667260.920000
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,8,278,723.863,394.370,7.701,1784.000,468,8,,5069.669515,597109.071675
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,9,295,797.019,419.161,12.611,1784.000,468,8,,3334.883560,594173.286550
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,10,312,786.272,442.084,13.837,1745.333,461,7,,3357.480845,667247.480000
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,1,159,790.910,438.021,28.495,1745.333,461,7,,3451.079632,761517.880000
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,2,176,731.496,405.685,23.784,1784.000,468,8,,5159.096595,681976.446809
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,3,193,798.091,421.720,27.672,1784.000,468,8,,3415.665156,690974.182586
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,4,210,791.430,435.763,27.473,1745.333,461,7,,3435.113783,761513.400000
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,5,227,729.491,399.006,22.497,1784.000,468,8,,5309.499301,670998.159242
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,6,244,799.420,424.241,28.903,1784.000,468,8,,3496.077410,691711.717320
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,7,261,796.070,438.604,29.350,1745.333,461,7,,3506.236734,761513.400000
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,8,278,724.430,400.662,23.147,1784.000,468,8,,5148.090523,672233.946786
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,9,295,796.450,421.091,27.856,1784.000,468,8,,3478.439542,695993.242344
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,10,312,791.430,436.973,27.958,1745.333,461,7,,3398.827370,761513.400000
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,1,159,784.204,432.897,24.307,1753.333,463,7,,3390.124699,667260.920000
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,2,176,738.125,396.061,19.903,1784.000,468,8,,5064.215325,605644.981295
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,3,193,793.420,416.601,24.283,1797.333,471,8,,3417.196475,594306.315365
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,4,210,785.870,436.973,25.264,1753.333,463,7,,3307.932639,667265.400000
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,5,227,720.620,397.081,20.150,1784.000,468,8,,5031.735056,613077.086831
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,6,244,786.364,415.953,23.645,1784.000,468,8,,3377.960635,592517.605357
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,7,261,791.915,437.761,25.499,1753.333,463,7,,3352.698109,667265.400000
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,8,278,718.420,397.344,19.659,1784.000,468,8,,5015.650661,593922.293862
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,9,295,794.420,417.861,24.535,1792.000,470,8,,3432.145931,595969.958378
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,10,312,790.451,435.426,25.061,1753.333,463,7,,3272.289291,667265.400000
