method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol-GNN,COLONY_GNN,100,Normal Load,1,159,781.080,409.753,10.665,1745.333,461,7,,3313.754414,667265.400000
DynaCol-GNN,COLONY_GNN,100,Normal Load,2,176,745.399,408.972,9.485,1784.000,468,8,,5161.390510,565594.823952
DynaCol-GNN,COLONY_GNN,100,Normal Load,3,193,786.450,415.110,13.281,1784.000,468,8,,3677.490738,533709.848706
DynaCol-GNN,COLONY_GNN,100,Burst Load,1,159,769.330,408.392,22.964,1745.333,461,7,,3373.879668,761513.400000
DynaCol-GNN,COLONY_GNN,100,Burst Load,2,176,755.881,411.025,23.753,1784.000,468,8,,5472.034994,664417.708929
DynaCol-GNN,COLONY_GNN,100,Burst Load,3,193,780.144,416.160,27.716,1784.000,468,8,,3731.221388,623897.606697
DynaCol-GNN,COLONY_GNN,100,Churn,1,159,770.610,406.433,20.592,1753.333,463,7,,3241.865114,667269.880000
DynaCol-GNN,COLONY_GNN,100,Churn,2,176,769.322,410.568,20.955,1784.000,468,8,,5288.975444,574470.404264
DynaCol-GNN,COLONY_GNN,100,Churn,3,193,783.420,416.892,24.215,1797.333,471,8,,3743.290771,528079.049040
