nodes,scenario,comparison,n_pairs,mean_sla_a,mean_sla_b,mean_diff_a_minus_b,t_stat,p_raw,p_holm,significant_holm
100,Burst Load,GNN_vs_DCBO,10,25.8857,26.7135,-0.8278,-1.8197,0.068801,0.550408,No
100,Burst Load,GNN_vs_Vector,10,25.8857,25.6147,0.271,0.5813,0.561059,1.0,No
100,Burst Load,Vector_vs_DCBO,10,25.6147,26.7135,-1.0988,-2.0841,0.03715,0.33435,No
100,Churn,GNN_vs_DCBO,10,22.9073,23.2306,-0.3233,-0.8889,0.374037,1.0,No
100,Churn,GNN_vs_Vector,10,22.9073,22.6104,0.2969,0.7855,0.432137,1.0,No
100,Churn,Vector_vs_DCBO,10,22.6104,23.2306,-0.6202,-1.4656,0.142754,0.999278,No
100,Normal Load,GNN_vs_DCBO,10,11.0917,11.5954,-0.5037,-1.1807,0.237706,1.0,No
100,Normal Load,GNN_vs_Vector,10,11.0917,11.3406,-0.2489,-0.5718,0.567431,1.0,No
100,Normal Load,Vector_vs_DCBO,10,11.3406,11.5954,-0.2548,-0.6353,0.525218,1.0,No
