method,nodes,scenario,n_trials,sla_mean,sla_std,p95_mean,p95_std,overhead_mean,colonies_mean
DynaCol-GNN,100,Burst Load,3,24.657,2.526,768.256,22.439,1771.111,7.67
DynaCol-RL,100,Burst Load,3,24.727,0.772,768.834,16.747,1771.111,7.67
DynaCol/DCBO,100,Burst Load,3,27.066,2.268,774.382,35.705,1771.111,7.67
DynaCol-GNN,100,Churn,3,21.82,1.8,775.364,7.176,1778.222,7.67
DynaCol-RL,100,Churn,3,21.497,0.329,769.619,24.184,1778.222,7.67
DynaCol/DCBO,100,Churn,3,23.362,2.286,769.278,32.205,1778.222,7.67
DynaCol-GNN,100,Normal Load,3,11.576,1.363,776.541,12.096,1771.111,7.67
DynaCol-RL,100,Normal Load,3,10.228,0.884,765.034,18.543,1771.111,7.67
DynaCol/DCBO,100,Normal Load,3,11.626,2.901,769.867,36.771,1771.111,7.67
