nodes,scenario,comparison,n_pairs,mean_diff,ci_lo,ci_hi,cohen_d,t_stat,p_raw,p_holm,significant_holm,ci_excludes_zero
100,Burst Load,GNN_vs_DCBO,10,-0.8278,-1.6494,0.0168,-0.5754,-1.8197,0.068801,0.550408,No,No
100,Burst Load,GNN_vs_Vector,10,0.271,-0.6028,1.1577,0.1838,0.5813,0.561059,1.0,No,No
100,Burst Load,Vector_vs_DCBO,10,-1.0988,-2.0906,-0.2204,-0.6591,-2.0841,0.03715,0.33435,No,Yes
100,Churn,GNN_vs_DCBO,10,-0.3233,-1.0142,0.3247,-0.2811,-0.8889,0.374037,1.0,No,No
100,Churn,GNN_vs_Vector,10,0.2969,-0.4096,0.9709,0.2484,0.7855,0.432137,1.0,No,No
100,Churn,Vector_vs_DCBO,10,-0.6202,-1.4239,0.1637,-0.4635,-1.4656,0.142754,0.999278,No,No
100,Normal Load,GNN_vs_DCBO,10,-0.5037,-1.355,0.2914,-0.3734,-1.1807,0.237706,1.0,No,No
100,Normal Load,GNN_vs_Vector,10,-0.2489,-1.016,0.603,-0.1808,-0.5718,0.567431,1.0,No,No
100,Normal Load,Vector_vs_DCBO,10,-0.2548,-1.0943,0.3618,-0.2009,-0.6353,0.525218,1.0,No,No
