method,nodes,scenario,n_trials,sla_mean,sla_std,p95_mean,p95_std,overhead_mean,colonies_mean
Dyna-Bound,100,Burst Load,5,25.91,3.143,766.666,34.801,1768.533,7.6
DynaCol-RL,100,Burst Load,5,25.462,2.447,764.985,36.154,1768.533,7.6
DynaCol/DCBO,100,Burst Load,5,26.329,2.585,768.171,36.891,1768.533,7.6
Dyna-Bound,100,Churn,5,22.753,2.946,762.245,38.19,1774.4,7.6
DynaCol-RL,100,Churn,5,22.252,2.914,754.263,34.704,1774.4,7.6
DynaCol/DCBO,100,Churn,5,23.285,2.939,766.854,36.712,1774.4,7.6
Dyna-Bound,100,Normal Load,5,10.658,3.033,762.353,40.165,1768.533,7.6
DynaCol-RL,100,Normal Load,5,11.073,3.01,762.939,35.815,1768.533,7.6
DynaCol/DCBO,100,Normal Load,5,11.289,2.81,762.353,36.196,1768.533,7.6
