method,nodes,scenario,n_trials,sla_mean,sla_std,p95_mean,p95_std,overhead_mean,colonies_mean
Dyna-Bound,1000,Burst Load,10,2.53,0.809,1322.799,11.176,2112.051,67.6
DynaCol-RL,1000,Burst Load,10,3.132,1.758,1334.019,27.077,2112.051,67.6
DynaCol/DCBO,1000,Burst Load,10,3.586,2.394,1346.159,44.899,2112.051,67.6
Dyna-Bound,1000,Churn,10,1.94,1.084,1316.126,22.85,2139.759,68.3
DynaCol-RL,1000,Churn,10,2.269,1.144,1320.32,24.081,2139.759,68.3
DynaCol/DCBO,1000,Churn,10,2.696,1.689,1336.92,47.94,2139.759,68.3
Dyna-Bound,1000,Normal Load,10,0.823,0.536,1314.667,19.371,2112.051,67.6
DynaCol-RL,1000,Normal Load,10,0.796,0.573,1320.753,22.356,2112.051,67.6
DynaCol/DCBO,1000,Normal Load,10,0.813,0.526,1337.65,49.437,2112.051,67.6
