method,nodes,scenario,n_trials,sla_mean,sla_std,p95_mean,p95_std,overhead_mean,colonies_mean
Dyna-Bound,100,Burst Load,3,24.811,2.547,768.452,12.155,1771.111,7.67
DynaCol-RL,100,Burst Load,3,21.838,2.365,766.504,33.592,1771.111,7.67
DynaCol/DCBO,100,Burst Load,3,26.367,2.054,770.508,39.415,1771.111,7.67
Dyna-Bound,100,Churn,3,21.921,1.995,774.451,7.794,1778.222,7.67
DynaCol-RL,100,Churn,3,19.469,2.518,755.915,31.056,1778.222,7.67
DynaCol/DCBO,100,Churn,3,23.179,3.079,763.91,40.267,1778.222,7.67
Dyna-Bound,100,Normal Load,3,11.144,1.943,770.976,22.313,1771.111,7.67
DynaCol-RL,100,Normal Load,3,10.066,0.756,759.307,25.396,1771.111,7.67
DynaCol/DCBO,100,Normal Load,3,11.294,2.989,767.515,39.197,1771.111,7.67
