method,nodes,scenario,n_trials,sla_mean,sla_std,p95_mean,p95_std,overhead_mean,colonies_mean
DynaCol-GNN,100,Burst Load,3,26.302,1.946,774.912,14.215,1771.111,7.67
DynaCol-RL,100,Burst Load,3,24.363,4.809,768.749,35.615,1771.111,7.67
DynaCol/DCBO,100,Burst Load,3,26.746,3.69,772.792,38.971,1771.111,7.67
DynaCol-GNN,100,Churn,3,22.963,0.977,771.203,16.723,1778.222,7.67
DynaCol-RL,100,Churn,3,21.699,4.281,768.533,42.534,1778.222,7.67
DynaCol/DCBO,100,Churn,3,22.935,3.325,780.921,24.336,1778.222,7.67
DynaCol-GNN,100,Normal Load,3,11.411,1.132,771.615,10.078,1771.111,7.67
DynaCol-RL,100,Normal Load,3,11.005,2.136,761.987,30.975,1771.111,7.67
DynaCol/DCBO,100,Normal Load,3,11.654,2.672,769.628,39.967,1771.111,7.67
