method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol-GNN,COLONY_GNN,100,Normal Load,1,159,765.578,423.904,11.346,1745.333,461,7,,3620.913958,667265.400000
DynaCol-GNN,COLONY_GNN,100,Normal Load,2,176,722.420,396.900,7.654,1784.000,468,8,,5259.428095,554591.333171
DynaCol-GNN,COLONY_GNN,100,Normal Load,3,193,777.150,410.825,12.044,1784.000,468,8,,4517.455034,541167.827791
DynaCol-GNN,COLONY_GNN,100,Normal Load,4,210,791.562,431.722,13.207,1745.333,461,7,,3885.421498,667269.880000
DynaCol-GNN,COLONY_GNN,100,Normal Load,5,227,725.727,400.491,8.086,1784.000,468,8,,5178.424802,599655.749934
DynaCol-GNN,COLONY_GNN,100,Normal Load,6,244,793.420,417.970,12.908,1784.000,468,8,,3338.431309,597604.174063
DynaCol-GNN,COLONY_GNN,100,Normal Load,7,261,769.965,428.312,11.938,1745.333,461,7,,3501.069650,667269.880000
DynaCol-GNN,COLONY_GNN,100,Normal Load,8,278,731.860,396.950,8.885,1784.000,468,8,,5069.669515,589635.214197
DynaCol-GNN,COLONY_GNN,100,Normal Load,9,295,792.420,421.495,12.703,1784.000,468,8,,3397.465280,599976.449040
DynaCol-GNN,COLONY_GNN,100,Normal Load,10,312,776.226,427.765,12.291,1745.333,461,7,,3582.334966,667269.880000
DynaCol-GNN,COLONY_GNN,100,Normal Load,11,329,731.147,398.978,8.846,1784.000,468,8,,5077.872864,588536.573058
DynaCol-GNN,COLONY_GNN,100,Normal Load,12,346,744.370,405.176,9.489,1784.000,468,8,,5286.005778,591831.810848
DynaCol-GNN,COLONY_GNN,100,Normal Load,13,363,770.211,421.847,11.216,1745.333,461,7,,3691.912271,667269.880000
DynaCol-GNN,COLONY_GNN,100,Normal Load,14,380,712.420,386.551,6.630,1784.000,468,8,,5116.508853,533811.059286
DynaCol-GNN,COLONY_GNN,100,Normal Load,15,397,794.420,422.266,13.376,1784.000,468,8,,3331.343344,599756.636369
DynaCol-GNN,COLONY_GNN,100,Normal Load,16,414,784.844,421.357,11.877,1745.333,461,7,,3583.698626,667269.880000
DynaCol-GNN,COLONY_GNN,100,Normal Load,17,431,717.420,390.388,7.676,1784.000,468,8,,5124.864611,583100.215402
DynaCol-GNN,COLONY_GNN,100,Normal Load,18,448,789.420,416.349,12.346,1784.000,468,8,,3311.423247,599219.168036
DynaCol-GNN,COLONY_GNN,100,Normal Load,19,465,766.650,422.709,11.194,1745.333,461,7,,3501.069650,667260.920000
DynaCol-GNN,COLONY_GNN,100,Normal Load,20,482,724.420,390.297,7.496,1784.000,468,8,,4900.768501,606875.822768
DynaCol-GNN,COLONY_GNN,100,Burst Load,1,159,777.810,435.896,28.040,1745.333,461,7,,3353.950566,761504.440000
DynaCol-GNN,COLONY_GNN,100,Burst Load,2,176,719.620,397.614,22.565,1784.000,468,8,,5312.421425,674661.224175
DynaCol-GNN,COLONY_GNN,100,Burst Load,3,193,769.452,408.328,24.335,1784.000,468,8,,4669.893435,625120.941228
DynaCol-GNN,COLONY_GNN,100,Burst Load,4,210,795.839,430.868,27.641,1745.333,461,7,,3952.772207,761517.880000
DynaCol-GNN,COLONY_GNN,100,Burst Load,5,227,729.320,400.596,22.834,1784.000,468,8,,5260.310480,684826.209710
DynaCol-GNN,COLONY_GNN,100,Burst Load,6,244,790.270,422.097,28.051,1784.000,468,8,,3444.921388,693544.674360
DynaCol-GNN,COLONY_GNN,100,Burst Load,7,261,770.880,427.068,26.847,1745.333,461,7,,3478.439542,761499.960000
DynaCol-GNN,COLONY_GNN,100,Burst Load,8,278,729.420,394.298,22.626,1784.000,468,8,,5237.476793,676038.838037
DynaCol-GNN,COLONY_GNN,100,Burst Load,9,295,799.950,419.686,27.253,1784.000,468,8,,3438.785084,688228.279718
DynaCol-GNN,COLONY_GNN,100,Burst Load,10,312,775.260,426.458,26.533,1745.333,461,7,,3722.587632,761508.920000
DynaCol-GNN,COLONY_GNN,100,Burst Load,11,329,729.420,396.927,24.525,1784.000,468,8,,5237.476793,686513.186853
DynaCol-GNN,COLONY_GNN,100,Burst Load,12,346,754.149,405.208,24.068,1784.000,468,8,,5453.485723,663428.182300
DynaCol-GNN,COLONY_GNN,100,Burst Load,13,363,769.893,420.763,25.598,1745.333,461,7,,3726.899510,761513.400000
DynaCol-GNN,COLONY_GNN,100,Burst Load,14,380,719.970,393.297,21.571,1784.000,468,8,,5338.866001,650388.733661
DynaCol-GNN,COLONY_GNN,100,Burst Load,15,397,799.692,421.517,28.211,1784.000,468,8,,3433.891757,691959.085880
DynaCol-GNN,COLONY_GNN,100,Burst Load,16,414,794.920,428.554,27.411,1745.333,461,7,,3680.011334,761499.960000
