method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol-RL,COLONY_RL,100,Normal Load,1,159,783.262,434.475,13.286,1745.333,461,7,,3326.634731,667269.880000
DynaCol-RL,COLONY_RL,100,Normal Load,2,176,722.420,401.595,7.844,1784.000,468,8,,5164.221772,583803.201251
DynaCol-RL,COLONY_RL,100,Normal Load,3,193,764.430,408.340,10.147,1784.000,468,8,,4776.446621,470202.047232
DynaCol-RL,COLONY_RL,100,Normal Load,4,210,804.040,436.503,14.045,1745.333,461,7,,3970.635297,667269.880000
DynaCol-RL,COLONY_RL,100,Normal Load,5,227,727.420,399.515,8.534,1784.000,468,8,,5150.096439,600696.571719
DynaCol-RL,COLONY_RL,100,Normal Load,6,244,788.370,409.282,11.036,1784.000,468,8,,4240.710041,487263.092723
DynaCol-RL,COLONY_RL,100,Normal Load,7,261,787.850,440.090,13.403,1745.333,461,7,,3382.815771,667269.880000
DynaCol-RL,COLONY_RL,100,Normal Load,8,278,718.420,400.120,7.696,1784.000,468,8,,5031.735056,586769.308193
DynaCol-RL,COLONY_RL,100,Normal Load,9,295,786.859,411.215,11.819,1784.000,468,8,,4346.434114,479236.800000
DynaCol-RL,COLONY_RL,100,Normal Load,10,312,788.210,439.032,13.809,1745.333,461,7,,3412.242222,667260.920000
DynaCol-RL,COLONY_RL,100,Normal Load,11,329,722.677,392.785,8.538,1784.000,468,8,,5253.558198,603551.407144
DynaCol-RL,COLONY_RL,100,Normal Load,12,346,777.492,410.460,10.419,1784.000,468,8,,4693.108819,481932.685022
DynaCol-RL,COLONY_RL,100,Normal Load,13,363,798.099,433.963,13.204,1745.333,461,7,,3896.678928,667260.920000
DynaCol-RL,COLONY_RL,100,Normal Load,14,380,717.420,380.014,7.390,1784.000,468,8,,4798.356927,573830.561318
DynaCol-RL,COLONY_RL,100,Normal Load,15,397,783.170,406.055,11.535,1784.000,468,8,,4432.380551,500961.643348
DynaCol-RL,COLONY_RL,100,Normal Load,16,414,787.251,428.779,12.765,1745.333,461,7,,3221.894692,667251.960000
DynaCol-RL,COLONY_RL,100,Normal Load,17,431,727.720,398.013,9.071,1784.000,468,8,,5175.577949,595802.613862
DynaCol-RL,COLONY_RL,100,Normal Load,18,448,782.420,402.540,10.698,1784.000,468,8,,4214.134418,477929.005692
DynaCol-RL,COLONY_RL,100,Normal Load,19,465,791.740,436.114,13.214,1745.333,461,7,,3317.257326,667269.880000
DynaCol-RL,COLONY_RL,100,Normal Load,20,482,717.420,392.692,7.279,1784.000,468,8,,5002.325340,589906.930514
DynaCol-RL,COLONY_RL,100,Burst Load,1,159,788.400,435.734,28.112,1745.333,461,7,,3413.249551,761513.400000
DynaCol-RL,COLONY_RL,100,Burst Load,2,176,730.420,403.221,24.263,1784.000,468,8,,5371.546873,656723.851049
DynaCol-RL,COLONY_RL,100,Burst Load,3,193,759.420,401.736,23.964,1784.000,468,8,,4819.106206,544401.886362
DynaCol-RL,COLONY_RL,100,Burst Load,4,210,806.500,437.926,28.402,1745.333,461,7,,4091.848126,761508.920000
DynaCol-RL,COLONY_RL,100,Burst Load,5,227,729.420,398.231,22.727,1784.000,468,8,,5286.237530,674600.139420
DynaCol-RL,COLONY_RL,100,Burst Load,6,244,788.402,410.731,25.786,1784.000,468,8,,4460.568267,593991.890045
DynaCol-RL,COLONY_RL,100,Burst Load,7,261,789.164,438.226,28.180,1745.333,461,7,,3438.785084,761508.920000
DynaCol-RL,COLONY_RL,100,Burst Load,8,278,729.422,402.391,23.161,1784.000,468,8,,5260.310480,684142.821630
DynaCol-RL,COLONY_RL,100,Burst Load,9,295,783.420,410.482,25.771,1784.000,468,8,,4379.614215,585368.083348
DynaCol-RL,COLONY_RL,100,Burst Load,10,312,788.760,438.959,28.695,1745.333,461,7,,3479.693486,761508.920000
DynaCol-RL,COLONY_RL,100,Burst Load,11,329,740.530,400.480,23.735,1784.000,468,8,,5365.575170,695260.028795
DynaCol-RL,COLONY_RL,100,Burst Load,12,346,764.770,406.423,24.949,1784.000,468,8,,4894.862946,564942.201004
DynaCol-RL,COLONY_RL,100,Burst Load,13,363,813.711,435.459,28.474,1745.333,461,7,,4114.522477,761504.440000
DynaCol-RL,COLONY_RL,100,Burst Load,14,380,716.420,379.326,18.361,1784.000,468,8,,4882.483424,654932.938081
DynaCol-RL,COLONY_RL,100,Burst Load,15,397,789.420,408.968,25.362,1784.000,468,8,,4508.486562,575310.683683
DynaCol-RL,COLONY_RL,100,Burst Load,16,414,786.845,431.260,26.858,1745.333,461,7,,3336.560570,761513.400000
DynaCol-RL,COLONY_RL,100,Burst Load,17,431,731.686,399.379,23.404,1784.000,468,8,,5404.630308,670314.825447
DynaCol-RL,COLONY_RL,100,Burst Load,18,448,768.420,400.444,23.237,1784.000,468,8,,4363.774742,584586.324219
