method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol-RL,COLONY_RL,100,Burst Load,1,159,788.006,435.751,28.450,1745.333,461,7,,3432.670601,761513.400000
DynaCol-RL,COLONY_RL,100,Burst Load,2,176,726.420,401.214,23.763,1784.000,468,8,,5248.868804,652025.058349
DynaCol-RL,COLONY_RL,100,Burst Load,3,193,754.379,408.142,24.886,1784.000,468,8,,4872.624801,564464.409040
DynaCol-RL,COLONY_RL,100,Burst Load,4,210,797.567,434.251,27.679,1745.333,461,7,,3993.657315,761517.880000
DynaCol-RL,COLONY_RL,100,Burst Load,5,227,732.680,394.933,22.720,1784.000,468,8,,5148.090523,668291.422902
