method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol-RL,COLONY_RL,100,Normal Load,1,159,777.564,404.324,10.094,1745.333,461,7,,3265.479116,667260.920000
DynaCol-RL,COLONY_RL,100,Normal Load,2,176,726.066,401.931,8.253,1784.000,468,8,,5358.210751,570307.858416
DynaCol-RL,COLONY_RL,100,Normal Load,3,193,767.420,402.944,9.571,1784.000,468,8,,4693.108819,465188.082679
DynaCol-RL,COLONY_RL,100,Burst Load,1,159,796.228,414.745,23.662,1745.333,461,7,,3398.827370,761517.880000
DynaCol-RL,COLONY_RL,100,Burst Load,2,176,758.990,405.193,23.672,1784.000,468,8,,5573.134948,662190.641720
DynaCol-RL,COLONY_RL,100,Burst Load,3,193,754.720,403.078,24.311,1784.000,468,8,,4929.861966,565117.846897
DynaCol-RL,COLONY_RL,100,Churn,1,159,790.562,418.497,21.599,1753.333,463,7,,3123.548869,667269.880000
DynaCol-RL,COLONY_RL,100,Churn,2,176,764.636,415.803,22.701,1784.000,468,8,,5479.846502,573785.866786
DynaCol-RL,COLONY_RL,100,Churn,3,193,769.320,407.642,21.214,1797.333,471,8,,4800.803819,466783.923013
