method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,1,159,798.250,434.749,12.352,1745.333,461,7,,3481.648036,667256.440000
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,2,176,722.420,400.999,8.401,1784.000,468,8,,5069.669515,587340.271675
DynaCol/DCBO,DYNACOL_DCBO,100,Normal Load,3,193,793.420,416.936,12.816,1784.000,468,8,,3398.691801,592912.154018
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,1,159,788.970,441.020,28.467,1745.333,461,7,,3531.895254,761517.880000
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,2,176,728.177,404.087,23.989,1784.000,468,8,,5347.739463,669941.911876
DynaCol/DCBO,DYNACOL_DCBO,100,Burst Load,3,193,799.420,422.813,28.872,1784.000,468,8,,3444.921388,683932.559048
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,1,159,788.662,439.422,25.633,1753.333,463,7,,3310.258892,667269.880000
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,2,176,722.420,403.878,20.463,1784.000,468,8,,5069.669515,607165.543036
DynaCol/DCBO,DYNACOL_DCBO,100,Churn,3,193,788.420,415.870,24.369,1797.333,471,8,,3393.791020,601714.766085
