method,policy,nodes,scenario,trial,seed,p95_ms,mean_loop_ms,sla_pct,overhead_norm,control_messages,colonies,variant,mean_energy_per_req,total_cost
Dyna-Bound,COLONY_GNN,100,Normal Load,1,159,790.918,433.554,12.698,1745.333,461,7,,3311.423247,667269.880000
Dyna-Bound,COLONY_GNN,100,Normal Load,2,176,717.420,396.348,7.143,1784.000,468,8,,5253.558198,548827.714153
Dyna-Bound,COLONY_GNN,100,Normal Load,3,193,772.520,408.981,10.723,1784.000,468,8,,4447.036509,536149.340559
Dyna-Bound,COLONY_GNN,100,Normal Load,4,210,807.260,437.623,14.467,1745.333,461,7,,3847.313564,667269.880000
Dyna-Bound,COLONY_GNN,100,Normal Load,5,227,723.648,399.128,8.257,1784.000,468,8,,5080.613216,590037.783706
Dyna-Bound,COLONY_GNN,100,Burst Load,1,159,798.060,441.629,29.493,1745.333,461,7,,3497.344105,761517.880000
Dyna-Bound,COLONY_GNN,100,Burst Load,2,176,729.420,397.042,22.637,1784.000,468,8,,5462.744612,646138.988728
Dyna-Bound,COLONY_GNN,100,Burst Load,3,193,773.420,409.049,25.413,1784.000,468,8,,4690.315709,645083.423974
Dyna-Bound,COLONY_GNN,100,Burst Load,4,210,801.040,440.907,28.805,1745.333,461,7,,3949.537533,761508.920000
Dyna-Bound,COLONY_GNN,100,Burst Load,5,227,731.390,400.359,23.201,1784.000,468,8,,5184.033153,687556.745447
Dyna-Bound,COLONY_GNN,100,Churn,1,159,789.116,435.224,24.867,1753.333,463,7,,3344.361027,667269.880000
Dyna-Bound,COLONY_GNN,100,Churn,2,176,721.907,396.985,20.743,1784.000,468,8,,5379.643594,550443.518037
Dyna-Bound,COLONY_GNN,100,Churn,3,193,773.420,407.685,22.435,1797.333,471,8,,4513.123821,546181.621563
Dyna-Bound,COLONY_GNN,100,Churn,4,210,804.360,438.890,26.472,1753.333,463,7,,3875.823915,667260.920000
Dyna-Bound,COLONY_GNN,100,Churn,5,227,722.420,395.091,19.250,1784.000,468,8,,5119.291077,582910.446943
